Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Brilho α=0.5 β=-50,5956.860771,77.180702,10.380629,65.616463,0.932333,0.715724,0.163297,0.067667,0.050442,0.046741,0.038721,0.776748,0.191124
Brilho α=1.5 β=+50,6551.528038,80.941510,9.967378,78.328354,1.112954,0.960267,1.433911,-0.112954,0.648405,0.669532,0.582221,0.682540,1.054121
