Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Blur k=3,34.928513,5.910035,32.699003,2.403114,0.034145,0.997687,0.999161,0.965855,0.958195,0.994830,0.863487,0.870703,0.552005
Blur k=7,89.965405,9.485009,28.590048,4.150822,0.058978,0.994036,0.997459,0.941022,0.896625,0.980409,0.699021,0.724368,0.377970
Blur k=15,176.164398,13.272694,25.671622,6.313950,0.089714,0.988299,0.995158,0.910286,0.810485,0.946919,0.508149,0.592495,0.264001
