Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
S&P d=0.01,454.106907,21.309784,21.559223,2.492466,0.013966,0.993771,0.991860,0.986034,0.615375,0.854438,0.489810,0.926980,0.745925
S&P d=0.05,2257.759327,47.515885,14.594027,12.206806,0.068400,0.968878,0.958872,0.931600,0.275231,0.670869,0.238207,0.709330,0.392642
S&P d=0.1,4394.987701,66.294703,11.701227,23.635544,0.132439,0.939009,0.919055,0.867561,0.179569,0.569594,0.151604,0.535146,0.207164
