Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Gauss σ=10,82.907997,9.105383,28.944839,6.597939,0.036971,0.998912,0.994305,0.963029,0.796898,0.964131,0.562544,0.611380,0.409549
Gauss σ=25,507.954418,22.537844,21.072556,16.287426,0.091265,0.993119,0.985358,0.908735,0.483786,0.856071,0.365658,0.453929,0.206569
Gauss σ=50,1904.804466,43.644066,15.332300,31.666573,0.177440,0.973552,0.965410,0.822560,0.265110,0.690752,0.208821,0.353616,0.115436
