Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Blur k=3,176.823936,13.297516,25.655393,6.676643,0.037412,0.997576,0.998720,0.962588,0.834331,0.981987,0.461310,0.786619,0.303060
Blur k=7,308.806149,17.572881,23.233944,8.996174,0.050409,0.995762,0.997720,0.949591,0.712730,0.950880,0.297810,0.622388,0.173412
Blur k=15,453.712898,21.300538,21.562992,11.216705,0.062852,0.993769,0.996703,0.937148,0.611089,0.900081,0.178402,0.523730,0.108257
