Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Blur k=3,42.715462,6.535707,31.824953,3.318596,0.054234,0.995814,0.998526,0.945766,0.911882,0.989474,0.732224,0.856539,0.417900
Blur k=7,86.893459,9.321666,28.740933,4.860371,0.079431,0.991469,0.996807,0.920569,0.824674,0.967583,0.499503,0.715997,0.260057
Blur k=15,143.816647,11.992358,26.552712,6.433338,0.105137,0.985847,0.995141,0.894863,0.732756,0.926120,0.309216,0.617746,0.164881
