Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
JPEG Q=10,83.973347,9.163697,28.889389,6.003887,0.098119,0.991748,0.996650,0.901881,0.800862,0.942675,0.363977,0.728581,0.214687
JPEG Q=30,42.959587,6.554356,31.800203,4.139229,0.067646,0.995783,0.998548,0.932354,0.891740,0.981338,0.531508,0.841062,0.352017
JPEG Q=50,30.919949,5.560571,33.228416,3.490665,0.057046,0.996966,0.998703,0.942954,0.919607,0.989195,0.596416,0.879196,0.419989
JPEG Q=90,6.288052,2.507599,40.145643,1.733479,0.028330,0.999384,0.999684,0.971670,0.976268,0.997458,0.813924,0.964480,0.681198
