Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Gauss σ=10,100.012180,10.000609,28.130275,7.980579,0.130423,0.990230,0.990295,0.869577,0.647135,0.930824,0.449717,0.796737,0.354539
Gauss σ=25,567.500690,23.822273,20.591140,19.206051,0.313876,0.948367,0.966646,0.686124,0.321148,0.779265,0.226590,0.610914,0.180138
Gauss σ=50,1913.098183,43.738978,15.313431,35.085945,0.573395,0.857178,0.930655,0.426605,0.148573,0.591204,0.104557,0.449071,0.110140
