Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
S&P d=0.01,442.863323,21.044318,21.668106,2.508823,0.046729,0.947094,1.001142,0.953271,0.443881,0.783139,0.427922,0.872955,0.702708
S&P d=0.05,2100.219700,45.828154,14.908156,11.951244,0.222603,0.821055,1.002653,0.777397,0.132085,0.530886,0.097261,0.615472,0.373436
S&P d=0.1,3903.925453,62.481401,12.215788,22.396935,0.417164,0.745695,1.000591,0.582836,0.081763,0.422174,0.057765,0.439454,0.220400
