Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Blur k=3,34.107182,5.840135,32.802345,1.944744,0.036223,0.995424,0.998957,0.963777,0.963063,0.995435,0.815605,0.889946,0.544868
Blur k=7,72.648617,8.523416,29.518530,3.160374,0.058865,0.990235,0.997306,0.941135,0.919711,0.984914,0.648560,0.774539,0.382221
Blur k=15,126.146034,11.231475,27.122068,4.597656,0.085636,0.982997,0.995242,0.914364,0.860484,0.959857,0.484484,0.667377,0.265731
