Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Gauss σ=10,89.109898,9.439804,28.631544,7.321415,0.036869,0.998968,0.996909,0.963131,0.739988,0.954462,0.530754,0.729376,0.470724
Gauss σ=25,497.456917,22.303742,21.163249,17.057663,0.085898,0.994211,0.989711,0.914102,0.489798,0.859093,0.381915,0.588077,0.260575
Gauss σ=50,1742.101067,41.738484,15.720070,31.237785,0.157305,0.979517,0.970773,0.842695,0.301159,0.723709,0.242063,0.480540,0.151413
