Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Blur k=3,195.439453,13.979966,25.220681,6.193283,0.031188,0.997723,0.998480,0.968812,0.865987,0.982956,0.722047,0.777333,0.386709
Blur k=7,370.361244,19.244772,22.444548,9.128654,0.045969,0.995679,0.997029,0.954031,0.748398,0.949197,0.540657,0.612155,0.245148
Blur k=15,553.703865,23.530913,20.698028,11.913223,0.059992,0.993533,0.995538,0.940008,0.640435,0.894057,0.391604,0.518328,0.164680
