Experimento,MSE,RMSE,PSNR,MAE,NAE,NCC,Fidelity,Accuracy,SSIM,MS-SSIM,UIQ,FSIM,VIF
Gauss σ=10,98.340664,9.916686,28.203472,7.863804,0.072078,0.996514,0.996038,0.927922,0.642950,0.932180,0.432679,0.688534,0.383436
Gauss σ=25,605.387539,24.604624,20.310469,19.504688,0.178777,0.978942,0.988037,0.821223,0.334349,0.782208,0.239793,0.517005,0.206266
Gauss σ=50,2236.790882,47.294724,14.634550,37.775570,0.346244,0.927997,0.963583,0.653756,0.175429,0.612419,0.131294,0.387797,0.129150
